Movie 1,Movie 2,Movie 3,Movie 4,Movie 5,Movie 6,Movie 7,Movie 8,Movie 9,Movie 10,Input
Invasion of the Body Snatchers,Mission: Impossible - Fallout,The Third Man,Chak De! India,Last Night in Soho,Vampire Hunter D: Bloodlust,Cats,Den 12. mann,The Sword in the Stone,The Woman King,The Curse of the Were-Rabbit
Invasion of the Body Snatchers,Mission: Impossible - Fallout,The Third Man,Chak De! India,Last Night in Soho,Vampire Hunter D: Bloodlust,Cats,Den 12. mann,The Sword in the Stone,The Woman King,Harry Potter and the Deathly Hallows: Part 2
Invasion of the Body Snatchers,Mission: Impossible - Fallout,The Third Man,Chak De! India,Last Night in Soho,Vampire Hunter D: Bloodlust,Cats,Den 12. mann,The Sword in the Stone,The Woman King,"tick, tick...BOOM!"
Invasion of the Body Snatchers,Mission: Impossible - Fallout,The Third Man,Chak De! India,Last Night in Soho,Vampire Hunter D: Bloodlust,Cats,Den 12. mann,The Sword in the Stone,The Woman King,The Greatest Game Ever Played
Invasion of the Body Snatchers,Mission: Impossible - Fallout,The Third Man,Chak De! India,Last Night in Soho,Vampire Hunter D: Bloodlust,Cats,Den 12. mann,The Sword in the Stone,The Woman King,The Last of the Mohicans
Invasion of the Body Snatchers,Mission: Impossible - Fallout,The Third Man,Chak De! India,Last Night in Soho,Vampire Hunter D: Bloodlust,Cats,Den 12. mann,The Sword in the Stone,The Woman King,Byôsoku 5 senchimêtoru
The Asphalt Jungle,Batman: Mask of the Phantasm,3:10 to Yuma,The Avengers,Sunshine,Drishyam 2,I Am Legend,E.T. the Extra-Terrestrial,Gojira,Chhichhore,The Longest Day
The Asphalt Jungle,Batman: Mask of the Phantasm,3:10 to Yuma,The Avengers,Sunshine,Drishyam 2,I Am Legend,E.T. the Extra-Terrestrial,Gojira,Chhichhore,The Fountain
The Asphalt Jungle,Batman: Mask of the Phantasm,3:10 to Yuma,The Avengers,Sunshine,Drishyam 2,I Am Legend,E.T. the Extra-Terrestrial,Gojira,Chhichhore,Monster
The Asphalt Jungle,Batman: Mask of the Phantasm,3:10 to Yuma,The Avengers,Sunshine,Drishyam 2,I Am Legend,E.T. the Extra-Terrestrial,Gojira,Chhichhore,G.O.R.A.
The Asphalt Jungle,Batman: Mask of the Phantasm,3:10 to Yuma,The Avengers,Sunshine,Drishyam 2,I Am Legend,E.T. the Extra-Terrestrial,Gojira,Chhichhore,The Day of the Jackal
The Asphalt Jungle,Batman: Mask of the Phantasm,3:10 to Yuma,The Avengers,Sunshine,Drishyam 2,I Am Legend,E.T. the Extra-Terrestrial,Gojira,Chhichhore,Talladega Nights: The Ballad of Ricky Bobby
The Asphalt Jungle,Batman: Mask of the Phantasm,3:10 to Yuma,The Avengers,Sunshine,Drishyam 2,I Am Legend,E.T. the Extra-Terrestrial,Gojira,Chhichhore,Uri: The Surgical Strike
The Asphalt Jungle,Batman: Mask of the Phantasm,3:10 to Yuma,The Avengers,Sunshine,Drishyam 2,I Am Legend,E.T. the Extra-Terrestrial,Gojira,Chhichhore,Encanto
The Asphalt Jungle,Batman: Mask of the Phantasm,3:10 to Yuma,The Avengers,Sunshine,Drishyam 2,I Am Legend,E.T. the Extra-Terrestrial,Gojira,Chhichhore,Rashômon
The Asphalt Jungle,Batman: Mask of the Phantasm,3:10 to Yuma,The Avengers,Sunshine,Drishyam 2,I Am Legend,E.T. the Extra-Terrestrial,Gojira,Chhichhore,Lilo & Stitch
Drishyam 2,Bajirao Mastani,The Favourite,Prey,To Be or Not to Be,Toy Story 4,Un long dimanche de fiançailles,The Secret of Kells,Paddington 2,Mr. Peabody & Sherman,Verdens verste menneske
Drishyam 2,Bajirao Mastani,The Favourite,Prey,To Be or Not to Be,Toy Story 4,Un long dimanche de fiançailles,The Secret of Kells,Paddington 2,Mr. Peabody & Sherman,Gladiator
Drishyam 2,Bajirao Mastani,The Favourite,Prey,To Be or Not to Be,Toy Story 4,Un long dimanche de fiançailles,The Secret of Kells,Paddington 2,Mr. Peabody & Sherman,WolfWalkers
Drishyam 2,Bajirao Mastani,The Favourite,Prey,To Be or Not to Be,Toy Story 4,Un long dimanche de fiançailles,The Secret of Kells,Paddington 2,Mr. Peabody & Sherman,Anastasia
Drishyam 2,Bajirao Mastani,The Favourite,Prey,To Be or Not to Be,Toy Story 4,Un long dimanche de fiançailles,The Secret of Kells,Paddington 2,Mr. Peabody & Sherman,The Lion in Winter
Drishyam 2,Bajirao Mastani,The Favourite,Prey,To Be or Not to Be,Toy Story 4,Un long dimanche de fiançailles,The Secret of Kells,Paddington 2,Mr. Peabody & Sherman,Puss in Boots: The Last Wish
Drishyam 2,Bajirao Mastani,The Favourite,Prey,To Be or Not to Be,Toy Story 4,Un long dimanche de fiançailles,The Secret of Kells,Paddington 2,Mr. Peabody & Sherman,Top Gun: Maverick
Drishyam 2,Bajirao Mastani,The Favourite,Prey,To Be or Not to Be,Toy Story 4,Un long dimanche de fiançailles,The Secret of Kells,Paddington 2,Mr. Peabody & Sherman,It Happened One Night
Drishyam 2,Bajirao Mastani,The Favourite,Prey,To Be or Not to Be,Toy Story 4,Un long dimanche de fiançailles,The Secret of Kells,Paddington 2,Mr. Peabody & Sherman,Dawn of the Dead
Drishyam 2,Bajirao Mastani,The Favourite,Prey,To Be or Not to Be,Toy Story 4,Un long dimanche de fiançailles,The Secret of Kells,Paddington 2,Mr. Peabody & Sherman,Eye in the Sky
Schindler's List,Contratiempo,The Manchurian Candidate,The Karate Kid Part III,Snow White and the Seven Dwarfs,Death Note: Desu nôto,American Gangster,Arsenic and Old Lace,Interstellar,Star Wars: Episode VII - The Force Awakens,Kill Bill: Vol. 2
Schindler's List,Contratiempo,The Manchurian Candidate,The Karate Kid Part III,Snow White and the Seven Dwarfs,Death Note: Desu nôto,American Gangster,Arsenic and Old Lace,Interstellar,Star Wars: Episode VII - The Force Awakens,Pi
Schindler's List,Contratiempo,The Manchurian Candidate,The Karate Kid Part III,Snow White and the Seven Dwarfs,Death Note: Desu nôto,American Gangster,Arsenic and Old Lace,Interstellar,Star Wars: Episode VII - The Force Awakens,'71
Schindler's List,Contratiempo,The Manchurian Candidate,The Karate Kid Part III,Snow White and the Seven Dwarfs,Death Note: Desu nôto,American Gangster,Arsenic and Old Lace,Interstellar,Star Wars: Episode VII - The Force Awakens,Terminator 2: Judgment Day
Schindler's List,Contratiempo,The Manchurian Candidate,The Karate Kid Part III,Snow White and the Seven Dwarfs,Death Note: Desu nôto,American Gangster,Arsenic and Old Lace,Interstellar,Star Wars: Episode VII - The Force Awakens,Bedknobs and Broomsticks
Schindler's List,Contratiempo,The Manchurian Candidate,The Karate Kid Part III,Snow White and the Seven Dwarfs,Death Note: Desu nôto,American Gangster,Arsenic and Old Lace,Interstellar,Star Wars: Episode VII - The Force Awakens,1917
Schindler's List,Contratiempo,The Manchurian Candidate,The Karate Kid Part III,Snow White and the Seven Dwarfs,Death Note: Desu nôto,American Gangster,Arsenic and Old Lace,Interstellar,Star Wars: Episode VII - The Force Awakens,Dag II
Schindler's List,Contratiempo,The Manchurian Candidate,The Karate Kid Part III,Snow White and the Seven Dwarfs,Death Note: Desu nôto,American Gangster,Arsenic and Old Lace,Interstellar,Star Wars: Episode VII - The Force Awakens,Tengoku to jigoku
Schindler's List,Contratiempo,The Manchurian Candidate,The Karate Kid Part III,Snow White and the Seven Dwarfs,Death Note: Desu nôto,American Gangster,Arsenic and Old Lace,Interstellar,Star Wars: Episode VII - The Force Awakens,Army of Darkness
Schindler's List,Contratiempo,The Manchurian Candidate,The Karate Kid Part III,Snow White and the Seven Dwarfs,Death Note: Desu nôto,American Gangster,Arsenic and Old Lace,Interstellar,Star Wars: Episode VII - The Force Awakens,The Killing Fields
Byôsoku 5 senchimêtoru,Gwoemul,Kokuriko-zaka kara,Mou gaan dou,Andaz Apna Apna,Neko no ongaeshi,Star Trek,Hidden Figures,Ratatouille,Up,Miracle
Byôsoku 5 senchimêtoru,Gwoemul,Kokuriko-zaka kara,Mou gaan dou,Andaz Apna Apna,Neko no ongaeshi,Star Trek,Hidden Figures,Ratatouille,Up,The Ten Commandments
Byôsoku 5 senchimêtoru,Gwoemul,Kokuriko-zaka kara,Mou gaan dou,Andaz Apna Apna,Neko no ongaeshi,Star Trek,Hidden Figures,Ratatouille,Up,We Bought a Zoo
Byôsoku 5 senchimêtoru,Gwoemul,Kokuriko-zaka kara,Mou gaan dou,Andaz Apna Apna,Neko no ongaeshi,Star Trek,Hidden Figures,Ratatouille,Up,Singin' in the Rain
Byôsoku 5 senchimêtoru,Gwoemul,Kokuriko-zaka kara,Mou gaan dou,Andaz Apna Apna,Neko no ongaeshi,Star Trek,Hidden Figures,Ratatouille,Up,English Vinglish
Byôsoku 5 senchimêtoru,Gwoemul,Kokuriko-zaka kara,Mou gaan dou,Andaz Apna Apna,Neko no ongaeshi,Star Trek,Hidden Figures,Ratatouille,Up,The Sea Beast
Byôsoku 5 senchimêtoru,Gwoemul,Kokuriko-zaka kara,Mou gaan dou,Andaz Apna Apna,Neko no ongaeshi,Star Trek,Hidden Figures,Ratatouille,Up,Harry Potter and the Goblet of Fire
Byôsoku 5 senchimêtoru,Gwoemul,Kokuriko-zaka kara,Mou gaan dou,Andaz Apna Apna,Neko no ongaeshi,Star Trek,Hidden Figures,Ratatouille,Up,The Brave Little Toaster
Byôsoku 5 senchimêtoru,Gwoemul,Kokuriko-zaka kara,Mou gaan dou,Andaz Apna Apna,Neko no ongaeshi,Star Trek,Hidden Figures,Ratatouille,Up,Braveheart
Byôsoku 5 senchimêtoru,Gwoemul,Kokuriko-zaka kara,Mou gaan dou,Andaz Apna Apna,Neko no ongaeshi,Star Trek,Hidden Figures,Ratatouille,Up,Rocky III
Kill Bill: Vol. 2,Dawn of the Planet of the Apes,Koto no ha no niwa,Tenki no ko,The Black Phone,L'illusionniste,Ponniyin Selvan: I,The Incredibles,Jûbê ninpûchô,Shang-Chi and the Legend of the Ten Rings,Dark Waters
Kill Bill: Vol. 2,Dawn of the Planet of the Apes,Koto no ha no niwa,Tenki no ko,The Black Phone,L'illusionniste,Ponniyin Selvan: I,The Incredibles,Jûbê ninpûchô,Shang-Chi and the Legend of the Ten Rings,Kung Fu Panda 3
Kill Bill: Vol. 2,Dawn of the Planet of the Apes,Koto no ha no niwa,Tenki no ko,The Black Phone,L'illusionniste,Ponniyin Selvan: I,The Incredibles,Jûbê ninpûchô,Shang-Chi and the Legend of the Ten Rings,Kamera o tomeru na!
Kill Bill: Vol. 2,Dawn of the Planet of the Apes,Koto no ha no niwa,Tenki no ko,The Black Phone,L'illusionniste,Ponniyin Selvan: I,The Incredibles,Jûbê ninpûchô,Shang-Chi and the Legend of the Ten Rings,Thor: Ragnarok
Kill Bill: Vol. 2,Dawn of the Planet of the Apes,Koto no ha no niwa,Tenki no ko,The Black Phone,L'illusionniste,Ponniyin Selvan: I,The Incredibles,Jûbê ninpûchô,Shang-Chi and the Legend of the Ten Rings,Deadpool 2
Kill Bill: Vol. 2,Dawn of the Planet of the Apes,Koto no ha no niwa,Tenki no ko,The Black Phone,L'illusionniste,Ponniyin Selvan: I,The Incredibles,Jûbê ninpûchô,Shang-Chi and the Legend of the Ten Rings,WolfWalkers
Kill Bill: Vol. 2,Dawn of the Planet of the Apes,Koto no ha no niwa,Tenki no ko,The Black Phone,L'illusionniste,Ponniyin Selvan: I,The Incredibles,Jûbê ninpûchô,Shang-Chi and the Legend of the Ten Rings,A Little Princess
Kill Bill: Vol. 2,Dawn of the Planet of the Apes,Koto no ha no niwa,Tenki no ko,The Black Phone,L'illusionniste,Ponniyin Selvan: I,The Incredibles,Jûbê ninpûchô,Shang-Chi and the Legend of the Ten Rings,Moulin Rouge!
Kill Bill: Vol. 2,Dawn of the Planet of the Apes,Koto no ha no niwa,Tenki no ko,The Black Phone,L'illusionniste,Ponniyin Selvan: I,The Incredibles,Jûbê ninpûchô,Shang-Chi and the Legend of the Ten Rings,The Message
Kill Bill: Vol. 2,Dawn of the Planet of the Apes,Koto no ha no niwa,Tenki no ko,The Black Phone,L'illusionniste,Ponniyin Selvan: I,The Incredibles,Jûbê ninpûchô,Shang-Chi and the Legend of the Ten Rings,Karigurashi no Arietty
Baazigar,D2: The Mighty Ducks,FernGully: The Last Rainforest,Sin City,Before Sunrise,The Sixth Sense,Den 12. mann,Shichinin no samurai,Heisei tanuki gassen ponpoko,La battaglia di Algeri,Batman Begins
Baazigar,D2: The Mighty Ducks,FernGully: The Last Rainforest,Sin City,Before Sunrise,The Sixth Sense,Den 12. mann,Shichinin no samurai,Heisei tanuki gassen ponpoko,La battaglia di Algeri,The Hobbit: The Desolation of Smaug
Baazigar,D2: The Mighty Ducks,FernGully: The Last Rainforest,Sin City,Before Sunrise,The Sixth Sense,Den 12. mann,Shichinin no samurai,Heisei tanuki gassen ponpoko,La battaglia di Algeri,Spider-Man
Baazigar,D2: The Mighty Ducks,FernGully: The Last Rainforest,Sin City,Before Sunrise,The Sixth Sense,Den 12. mann,Shichinin no samurai,Heisei tanuki gassen ponpoko,La battaglia di Algeri,Rob Roy
Baazigar,D2: The Mighty Ducks,FernGully: The Last Rainforest,Sin City,Before Sunrise,The Sixth Sense,Den 12. mann,Shichinin no samurai,Heisei tanuki gassen ponpoko,La battaglia di Algeri,L.A. Confidential
Baazigar,D2: The Mighty Ducks,FernGully: The Last Rainforest,Sin City,Before Sunrise,The Sixth Sense,Den 12. mann,Shichinin no samurai,Heisei tanuki gassen ponpoko,La battaglia di Algeri,The Wolf of Wall Street
Baazigar,D2: The Mighty Ducks,FernGully: The Last Rainforest,Sin City,Before Sunrise,The Sixth Sense,Den 12. mann,Shichinin no samurai,Heisei tanuki gassen ponpoko,La battaglia di Algeri,Vicky Donor
Baazigar,D2: The Mighty Ducks,FernGully: The Last Rainforest,Sin City,Before Sunrise,The Sixth Sense,Den 12. mann,Shichinin no samurai,Heisei tanuki gassen ponpoko,La battaglia di Algeri,A Hard Day's Night
Baazigar,D2: The Mighty Ducks,FernGully: The Last Rainforest,Sin City,Before Sunrise,The Sixth Sense,Den 12. mann,Shichinin no samurai,Heisei tanuki gassen ponpoko,La battaglia di Algeri,Roma città aperta
Baazigar,D2: The Mighty Ducks,FernGully: The Last Rainforest,Sin City,Before Sunrise,The Sixth Sense,Den 12. mann,Shichinin no samurai,Heisei tanuki gassen ponpoko,La battaglia di Algeri,Fainaru fantajî sebun adobento chirudoren
Die Hard,Lawrence of Arabia,First Man,D2: The Mighty Ducks,Re-Animator,Fighting,Dil Chahta Hai,Haider,The Princess Bride,Despicable Me 2,Eraserhead
Die Hard,Lawrence of Arabia,First Man,D2: The Mighty Ducks,Re-Animator,Fighting,Dil Chahta Hai,Haider,The Princess Bride,Despicable Me 2,The Wizard of Oz
Die Hard,Lawrence of Arabia,First Man,D2: The Mighty Ducks,Re-Animator,Fighting,Dil Chahta Hai,Haider,The Princess Bride,Despicable Me 2,The Lion King
Die Hard,Lawrence of Arabia,First Man,D2: The Mighty Ducks,Re-Animator,Fighting,Dil Chahta Hai,Haider,The Princess Bride,Despicable Me 2,Harry Potter and the Prisoner of Azkaban
Die Hard,Lawrence of Arabia,First Man,D2: The Mighty Ducks,Re-Animator,Fighting,Dil Chahta Hai,Haider,The Princess Bride,Despicable Me 2,Omoide no Marnie
Die Hard,Lawrence of Arabia,First Man,D2: The Mighty Ducks,Re-Animator,Fighting,Dil Chahta Hai,Haider,The Princess Bride,Despicable Me 2,The Big Sleep
Die Hard,Lawrence of Arabia,First Man,D2: The Mighty Ducks,Re-Animator,Fighting,Dil Chahta Hai,Haider,The Princess Bride,Despicable Me 2,The Day of the Jackal
Die Hard,Lawrence of Arabia,First Man,D2: The Mighty Ducks,Re-Animator,Fighting,Dil Chahta Hai,Haider,The Princess Bride,Despicable Me 2,Ford v Ferrari
Die Hard,Lawrence of Arabia,First Man,D2: The Mighty Ducks,Re-Animator,Fighting,Dil Chahta Hai,Haider,The Princess Bride,Despicable Me 2,The Wolf of Wall Street
Die Hard,Lawrence of Arabia,First Man,D2: The Mighty Ducks,Re-Animator,Fighting,Dil Chahta Hai,Haider,The Princess Bride,Despicable Me 2,Sophie Scholl - Die letzten Tage
Bringing Up Baby,Smallfoot,The Nightmare Before Christmas,The Killing of a Sacred Deer,Ratatouille,The Conjuring 2,Spider-Man: Far from Home,"Three Billboards Outside Ebbing, Missouri",Le charme discret de la bourgeoisie,K.G.F: Chapter 2,Serpico
Bringing Up Baby,Smallfoot,The Nightmare Before Christmas,The Killing of a Sacred Deer,Ratatouille,The Conjuring 2,Spider-Man: Far from Home,"Three Billboards Outside Ebbing, Missouri",Le charme discret de la bourgeoisie,K.G.F: Chapter 2,The Deer Hunter
Bringing Up Baby,Smallfoot,The Nightmare Before Christmas,The Killing of a Sacred Deer,Ratatouille,The Conjuring 2,Spider-Man: Far from Home,"Three Billboards Outside Ebbing, Missouri",Le charme discret de la bourgeoisie,K.G.F: Chapter 2,Fired Up!
Bringing Up Baby,Smallfoot,The Nightmare Before Christmas,The Killing of a Sacred Deer,Ratatouille,The Conjuring 2,Spider-Man: Far from Home,"Three Billboards Outside Ebbing, Missouri",Le charme discret de la bourgeoisie,K.G.F: Chapter 2,Gone with the Wind
Bringing Up Baby,Smallfoot,The Nightmare Before Christmas,The Killing of a Sacred Deer,Ratatouille,The Conjuring 2,Spider-Man: Far from Home,"Three Billboards Outside Ebbing, Missouri",Le charme discret de la bourgeoisie,K.G.F: Chapter 2,The Lion King
Bringing Up Baby,Smallfoot,The Nightmare Before Christmas,The Killing of a Sacred Deer,Ratatouille,The Conjuring 2,Spider-Man: Far from Home,"Three Billboards Outside Ebbing, Missouri",Le charme discret de la bourgeoisie,K.G.F: Chapter 2,Dracula
Bringing Up Baby,Smallfoot,The Nightmare Before Christmas,The Killing of a Sacred Deer,Ratatouille,The Conjuring 2,Spider-Man: Far from Home,"Three Billboards Outside Ebbing, Missouri",Le charme discret de la bourgeoisie,K.G.F: Chapter 2,Rashômon
Bringing Up Baby,Smallfoot,The Nightmare Before Christmas,The Killing of a Sacred Deer,Ratatouille,The Conjuring 2,Spider-Man: Far from Home,"Three Billboards Outside Ebbing, Missouri",Le charme discret de la bourgeoisie,K.G.F: Chapter 2,Uri: The Surgical Strike
Bringing Up Baby,Smallfoot,The Nightmare Before Christmas,The Killing of a Sacred Deer,Ratatouille,The Conjuring 2,Spider-Man: Far from Home,"Three Billboards Outside Ebbing, Missouri",Le charme discret de la bourgeoisie,K.G.F: Chapter 2,Paddington 2
Bringing Up Baby,Smallfoot,The Nightmare Before Christmas,The Killing of a Sacred Deer,Ratatouille,The Conjuring 2,Spider-Man: Far from Home,"Three Billboards Outside Ebbing, Missouri",Le charme discret de la bourgeoisie,K.G.F: Chapter 2,Evil Dead II
Les quatre cents coups,Majo no takkyûbin,Lagaan: Once Upon a Time in India,Trois couleurs: Rouge,Lilo & Stitch,Ponniyin Selvan: I,Toy Story 2,Evangelion Shin Gekijôban: Jo,Oldeuboi,The Gentlemen,The Lady Vanishes
Les quatre cents coups,Majo no takkyûbin,Lagaan: Once Upon a Time in India,Trois couleurs: Rouge,Lilo & Stitch,Ponniyin Selvan: I,Toy Story 2,Evangelion Shin Gekijôban: Jo,Oldeuboi,The Gentlemen,The Count of Monte Cristo
Les quatre cents coups,Majo no takkyûbin,Lagaan: Once Upon a Time in India,Trois couleurs: Rouge,Lilo & Stitch,Ponniyin Selvan: I,Toy Story 2,Evangelion Shin Gekijôban: Jo,Oldeuboi,The Gentlemen,The Gold Rush
Les quatre cents coups,Majo no takkyûbin,Lagaan: Once Upon a Time in India,Trois couleurs: Rouge,Lilo & Stitch,Ponniyin Selvan: I,Toy Story 2,Evangelion Shin Gekijôban: Jo,Oldeuboi,The Gentlemen,La haine
Les quatre cents coups,Majo no takkyûbin,Lagaan: Once Upon a Time in India,Trois couleurs: Rouge,Lilo & Stitch,Ponniyin Selvan: I,Toy Story 2,Evangelion Shin Gekijôban: Jo,Oldeuboi,The Gentlemen,The Boy Who Harnessed the Wind
Les quatre cents coups,Majo no takkyûbin,Lagaan: Once Upon a Time in India,Trois couleurs: Rouge,Lilo & Stitch,Ponniyin Selvan: I,Toy Story 2,Evangelion Shin Gekijôban: Jo,Oldeuboi,The Gentlemen,The Artist
Les quatre cents coups,Majo no takkyûbin,Lagaan: Once Upon a Time in India,Trois couleurs: Rouge,Lilo & Stitch,Ponniyin Selvan: I,Toy Story 2,Evangelion Shin Gekijôban: Jo,Oldeuboi,The Gentlemen,Uri: The Surgical Strike
Les quatre cents coups,Majo no takkyûbin,Lagaan: Once Upon a Time in India,Trois couleurs: Rouge,Lilo & Stitch,Ponniyin Selvan: I,Toy Story 2,Evangelion Shin Gekijôban: Jo,Oldeuboi,The Gentlemen,Crash
Les quatre cents coups,Majo no takkyûbin,Lagaan: Once Upon a Time in India,Trois couleurs: Rouge,Lilo & Stitch,Ponniyin Selvan: I,Toy Story 2,Evangelion Shin Gekijôban: Jo,Oldeuboi,The Gentlemen,28 Days Later...
Les quatre cents coups,Majo no takkyûbin,Lagaan: Once Upon a Time in India,Trois couleurs: Rouge,Lilo & Stitch,Ponniyin Selvan: I,Toy Story 2,Evangelion Shin Gekijôban: Jo,Oldeuboi,The Gentlemen,From Justin to Kelly
Once,High Noon,Frequency,Midnight in Paris,Luca,Inside Out,Before Sunrise,Sanjuro,Lage Raho Munna Bhai,Monsters University,Gisaengchung
Once,High Noon,Frequency,Midnight in Paris,Luca,Inside Out,Before Sunrise,Sanjuro,Lage Raho Munna Bhai,Monsters University,Pinocchio
