Title,ID,budget,revenue,popularity,runtime,vote_average,vote_count
The Phantom of the Opera,9833,70000000,154648887,18.704,143,7.277,1430
The Prince of Egypt,9837,70000000,218613188,33.523,99,7.2,3523
Chicago,1574,45000000,306776732,15.059,113,7.124,2288
The Book of Life,228326,50000000,97437106,36.615,95,7.527,2363
Sleeping Beauty,10882,6000000,51600000,43.073,75,6.945,4654
An American in Paris,2769,5635000,6981000,7.692,113,7.05,496
Dumbo,11360,812000,1600000,39.473,64,6.997,4443
Yeh Jawaani Hai Deewani,185008,7700000,46000000,8.522,160,7.3,212
Beauty and the Beast,10020,25000000,424967620,67.51,84,7.733,8991
Sing,335797,75000000,634151679,60.381,108,7.11,7278
The Princess and the Frog,10198,105000000,270997378,75.855,98,7.187,4888
Enchanted,4523,85000000,340487652,32.692,107,6.802,4954
Anastasia,9444,53000000,139804348,27.513,94,7.612,4842
Little Shop of Horrors,10776,25000000,38748395,15.258,94,6.89,1244
The AristoCats,10112,4000000,55675257,35.141,78,7.295,4522
The Muppets,64328,45000000,165184237,16.987,103,6.651,1382
Winnie the Pooh,980078,100000,3200000,520.238,84,5.7,548
The Sword in the Stone,9078,3000000,22182353,39.407,79,7.249,3444
Gentlemen Prefer Blondes,759,2300000,5300000,12.308,91,7.315,810
The Great Mouse Detective,9994,14000000,38625550,18.09,74,7.056,1445
Fantasia 2000,49948,80000000,60655420,11.142,74,7.009,1111
The Hunchback of Notre Dame,10545,100000000,325338851,32.905,91,7.098,4473
Mohabbatein,11518,4000000,0,7.483,216,6.982,194
Bedknobs and Broomsticks,12335,20000000,17900000,12.386,117,7.013,832
Funny Face,664596,0,0,3.092,95,4.778,9
8 femmes,1958,8000000,0,8.004,111,7.0,868
Main Hoon Na,14134,0,0,10.722,179,6.915,212
Aashiqui 2,192558,1300000,16000000,8.018,132,6.96,126
Aladdin,812,28000000,504050219,48.761,95,7.645,10275
Rio,46195,90000000,484635760,45.371,96,6.716,5998
Chitty Chitty Bang Bang,11708,10000000,0,12.593,144,6.795,551
A Goofy Movie,15789,18000000,35348597,16.188,78,6.954,1527
The Road to El Dorado,10501,95000000,76432727,32.222,89,7.2,3398
An American Tail,4978,9000000,84542002,12.01,80,6.721,1179
Muppet Treasure Island,10874,31000000,34327391,7.741,100,6.6,330
The Lion King,8587,45000000,763455561,106.827,89,8.258,16484
Frozen II,330457,150000000,1450026933,75.424,103,7.3,8827
History of the World: Part I,10156,11000000,31672907,12.656,92,6.8,672
Meet the Robinsons,1267,150000000,169332978,35.181,95,6.883,2461
Rent,1833,40000000,31670620,8.118,135,6.84,504
Brother Bear,10009,128000000,250397798,50.161,85,7.255,4862
Tenacious D in The Pick of Destiny,2179,22000000,13405595,16.139,93,6.714,1370
Charlie and the Chocolate Factory,118,150000000,474968763,67.235,115,7.039,13577
Hairspray,2976,50000000,90450008,14.526,117,6.7,2303
Robin Hood: Men in Tights,8005,20000000,35739755,17.858,104,6.6,1796
Pocahontas,10530,55000000,346079773,35.352,81,6.935,5160
Mary Poppins Returns,400650,130000000,348807090,19.278,131,6.5,3021
Popstar: Never Stop Never Stopping,341012,20000000,9496130,9.941,86,6.6,1097
James and the Giant Peach,10539,38000000,28946127,15.909,79,6.554,1151
All Dogs Go to Heaven,11497,13800000,27100027,16.599,89,6.745,898
Everyone Says I Love You,9716,20000000,0,8.121,101,6.506,550
Om Shanti Om,8079,9100000,37707444,12.764,162,7.049,288
Mamma Mia! Here We Go Again,458423,75000000,395044706,17.671,113,7.14,3031
Spirited,632856,75000000,0,34.557,127,7.044,406
Annie,196867,65000000,133821816,29.179,119,6.232,1189
The Lego Movie 2: The Second Part,280217,99000000,192456290,18.963,106,6.674,1868
The Polar Express,5255,165000000,310634054,26.642,100,6.707,5528
Oliver & Company,12233,31000000,74151346,15.369,77,6.722,1386
Dreamgirls,1125,70000000,154937680,10.156,134,6.784,888
Smallfoot,446894,80000000,214115531,16.57,96,6.792,1368
Mamma Mia!,11631,52000000,609841637,20.637,108,6.967,5848
Eurovision Song Contest: The Story of Fire Saga,531454,0,0,12.395,123,6.432,1214
FernGully: The Last Rainforest,13225,24000000,32710894,14.306,76,6.34,490
Hoodwinked!,10982,15000000,51053787,15.947,82,6.219,1571
Cry-Baby,9768,11000000,8266343,13.231,85,6.57,1369
Atrangi Re,618911,0,0,3.979,138,7.031,32
Trolls,136799,125000000,346864462,38.957,92,6.677,3217
Burlesque,42297,55000000,89519773,12.138,119,7.186,2068
Repo! The Genetic Opera,14353,8500000,188126,8.177,98,6.203,291
The Lorax,73723,70000000,348840316,46.52,86,6.471,3013
Happy Feet,9836,100000000,384335608,37.552,108,6.16,4600
The Grinch,360920,75000000,508575295,34.145,85,6.824,3294
Muppets Most Wanted,145220,50000000,80383290,11.526,107,6.315,732
The Swan Princess,22586,20000000,9771658,14.429,89,6.589,869
An American Tail: Fievel Goes West,10380,0,40766041,17.273,75,6.35,640
Rio 2,172385,103000000,500188435,34.051,101,6.485,3072
The Producers,30197,947000,0,13.726,88,7.141,627
Pete's Dragon,294272,65000000,143695338,30.481,103,6.4,2021
Evita,8818,55000000,141047179,7.721,135,6.146,412
Into the Woods,224141,50000000,212902372,10.44,125,5.8,4001
Rock of Ages,80585,75000000,59418613,13.971,123,6.2,1133
The Prom,611213,0,0,9.172,132,6.189,615
Gnomeo & Juliet,45772,36000000,189712432,19.356,84,5.854,1762
Isn't It Romantic,449563,31000000,48800000,13.099,89,6.229,3295
Nine,10197,80000000,53825515,7.93,119,5.5,521
Raise Your Voice,14024,15000000,14867514,10.659,103,6.535,768
Happy Feet Two,65759,130000000,150406466,29.775,100,6.118,1406
Popeye,11335,20000000,49823037,10.663,114,5.4,519
Annie,196867,65000000,133821816,29.179,119,6.232,1189
Alvin and the Chipmunks,6477,60000000,361366633,33.043,92,5.803,4006
Pinocchio,532639,0,0,78.6,105,6.48,1356
High School Musical 3: Senior Year,11887,11000000,252909177,21.869,117,6.57,3233
Blues Brothers 2000,11568,28000000,14051384,12.159,123,5.335,581
Grease 2,9037,13200000,15171476,17.791,115,5.1,605
Alvin and the Chipmunks: The Squeakquel,23398,75000000,443140005,29.348,88,5.629,2603
Cinderella,11224,2900000,263591415,77.222,74,7.037,6051
Alvin and the Chipmunks: Chipwrecked,55301,75000000,342695435,29.151,87,5.691,1941
Spy Kids 4: All the Time in the World,56288,27000000,85564310,19.165,89,4.693,867
Cats,536869,95000000,73515024,13.445,110,4.181,849
Gunday,250551,0,0,6.091,152,4.948,87
From Justin to Kelly,31246,12000000,4922166,5.69,90,3.59,83
Aynabaji,418325,405606,246840,2.443,144,7.7,40
Jai Bhim,855400,0,0,6.969,164,7.456,80
Se7en,807,33000000,327311859,39.407,127,8.367,18709
The Green Mile,497,60000000,286801374,59.087,189,8.508,15351
Sen to Chihiro no kamikakushi,129,19000000,274925095,74.873,125,8.54,14239
Seppuku,76659,0,0,1.314,42,4.6,9
Sita Ramam,894803,0,0,7.186,158,7.7,37
The Prestige,1124,40000000,109676311,30.462,130,8.202,14124
Apocalypse Now,28,31500000,150000000,27.985,147,8.281,7195
The Usual Suspects,629,6000000,23341568,21.283,106,8.2,9312
Psycho,539,806947,0,36.269,109,8.445,8930
Rear Window,567,1000000,37034514,17.297,112,8.36,5665
Oldeuboi,670,3000000,15194593,20.916,120,8.268,7437
Memento,77,9000000,39723096,24.105,113,8.19,13256
Coco,354912,175000000,800526015,82.423,105,8.225,17151
The Lives of Others,582,2000000,70000000,14.458,137,8.039,3198
Witness for the Prosecution,37257,3000000,9000000,17.353,116,8.223,1138
Tengoku to jigoku,910691,0,0,0.6,88,0.0,0
Incendies,46738,6800000,6788659,23.013,131,8.1,2185
Drishyam 2,1029827,0,0,9.287,142,8.014,36
Citizen Kane,15,839727,23218000,19.208,119,8.02,4843
Vertigo,426,2479000,7797728,28.756,128,8.193,5043
North by Northwest,213,4000000,13275000,15.268,136,7.992,3581
Double Indemnity,996,927262,2500000,10.876,107,8.145,1531
Ratsasan,412862,0,0,9.285,170,7.579,114
Shutter Island,11324,80000000,294800000,38.892,138,8.197,21630
The Sixth Sense,745,40000000,672806292,25.674,107,7.944,10405
The Father,600354,6000000,21029340,36.3,96,8.153,2570
The Thing,1091,15000000,19629760,32.721,109,8.038,5964
L.A. Confidential,2118,35000000,126216940,17.942,138,7.784,4291
Chinatown,829,6000000,30000000,18.788,130,7.925,3296
El secreto de sus ojos,25376,2000000,33965843,16.34,130,7.996,2207
Drishyam,352173,0,0,10.292,163,7.778,327
Andhadhun,534780,4500000,40000000,8.748,139,7.654,403
Harry Potter and the Deathly Hallows: Part 2,12445,125000000,1341511219,92.868,130,8.112,18673
Prisoners,146233,46000000,122126687,32.911,153,8.079,10265
Gone Girl,210577,61000000,369330363,44.368,149,7.892,16904
Salinui chueok,11423,2800000,26000000,21.911,131,8.063,3156
The Third Man,1092,0,1226098,12.076,104,7.968,1573
Rebecca,223,1288000,6000000,11.215,130,7.909,1491
Trois couleurs: Rouge,110,0,0,11.787,100,8.0,1158
Les diaboliques,827,0,0,9.445,117,7.88,797
Article 15,597089,0,0,6.288,130,7.6,122
Talvar,353464,0,0,6.95,132,7.493,136
A Wednesday,19703,1400000,3500000,7.446,103,6.987,264
The Tashkent Files,594673,0,0,4.804,144,7.632,38
Kahaani,82825,1200000,16000000,6.281,122,7.16,259
Blade Runner 2049,335984,150000000,259239658,57.307,164,7.5,11799
Donnie Darko,141,6000000,7500000,22.879,114,7.783,11181
Zootopia,269149,150000000,1023784195,65.138,109,7.747,14848
Twelve Monkeys,63,29000000,168841459,29.919,129,7.596,7442
Contratiempo,411088,4000000,30000000,33.059,107,8.125,4079
The Bourne Ultimatum,2503,70000000,442824138,22.607,115,7.416,6909
Chung Hing sam lam,11104,160000,0,20.293,103,8.015,1416
Solaris,2103,47000000,30002758,11.231,99,5.903,1131
The Maltese Falcon,963,375000,1772000,14.108,100,7.756,1416
Mou gaan dou,11647,125000,3208262,10.768,119,7.217,338
Das Cabinet des Dr. Caligari,234,18000,8811,13.167,78,7.959,1305
Anatomy of a Murder,93,2000000,8000000,10.526,161,7.839,806
Sleuth,993,3500000,5750000,9.242,138,7.704,515
Karthikeya 2,894762,0,10384945,4.152,145,7.0,16
The Blue Elephant,16285,0,0,4.55,79,6.8,15
Puss in Boots: The Last Wish,315162,90000000,480000000,1081.528,103,8.293,5426
Knives Out,546554,40000000,309232797,52.251,131,7.853,10661
Harry Potter and the Prisoner of Azkaban,673,130000000,789804554,101.997,141,8.022,19450
Arrival,329865,47000000,203388186,39.549,116,7.58,16115
In the Heat of the Night,10633,2000000,27379978,17.79,109,7.687,867
Mulholland Dr.,185789,0,0,5.685,88,7.85,419
Mystic River,322,25000000,156822020,20.6,138,7.746,5782
The Bourne Identity,2501,60000000,214034224,29.1,119,7.453,8339
The Man from Earth,13363,200000,0,15.883,87,7.63,2048
Charade,4808,4000000,13475000,11.38,113,7.693,1167
The Big Sleep,910,1600000,4900000,11.858,114,7.65,868
Trois couleurs: Bleu,108,0,0,10.034,98,7.692,1419
Rope,1580,1500000,2200000,11.635,81,7.965,2290
Hable con ella,64,0,64803131,9.003,112,7.6,1114
Mildred Pierce,3309,1453000,5638000,8.962,111,7.653,324
The Thin Man,3529,226408,1423000,6.854,91,7.5,378
Laura,1939,1020000,2000000,8.595,88,7.66,672
In a Lonely Place,17057,0,0,10.487,94,7.6,464
Darbareye Elly,37181,0,0,7.601,119,7.441,415
Atonement,4347,30000000,131016624,16.695,123,7.657,3695
The Hateful Eight,273248,44000000,155760117,30.938,188,7.744,12938
The Girl with the Dragon Tattoo,65754,90000000,232617430,21.784,158,7.357,6282
Hot Fuzz,4638,12000000,80573774,20.447,121,7.546,6705
The Fugitive,5503,44000000,368875760,25.347,131,7.457,3673
Moon,17431,5000000,9760104,16.726,97,7.573,5079
The Conversation,592,1600000,4420000,11.646,113,7.539,1432
La migliore offerta,152742,13500000,19255873,9.1,131,7.838,2586
Changeling,3580,55000000,113020255,17.341,141,7.6,3761
Mississippi Burning,1632,15000000,34604000,14.751,128,7.677,1405
Madeo,822845,0,0,0.6,62,0.0,0
Gaslight,13528,2068000,0,12.294,114,7.53,387
Loving Vincent,339877,5500000,42187665,14.877,95,8.044,2233
Batman: Mask of the Phantasm,14919,6000000,5617391,12.204,76,7.51,919
The Lady Vanishes,940,0,0,8.819,96,7.495,773
L'avventura,5165,0,0,8.23,144,7.589,579
Great Expectations,9410,25000000,55494066,10.852,111,6.647,519
Badla,904789,0,0,0.6,112,0.0,0
Harry Potter and the Goblet of Fire,674,150000000,895921036,105.22,157,7.817,18742
Get Out,419430,4500000,255407969,52.431,104,7.6,15595
Harry Potter and the Deathly Hallows: Part 1,12444,250000000,954305868,89.07,146,7.768,17306
Wind River,395834,11000000,44998252,30.509,107,7.429,4578
Primal Fear,1592,30000000,102616183,23.497,129,7.649,2892
Zodiac,1949,65000000,84785914,28.496,157,7.518,9232
The Game,2649,50000000,109423648,16.042,129,7.561,5724
Blue Velvet,793,6000000,8618766,16.119,120,7.637,2850
Who Framed Roger Rabbit,856,70000000,329803958,24.446,104,7.514,5036
The Bourne Supremacy,2502,75000000,288500217,24.618,108,7.309,6752
Glengarry Glen Ross,9504,12500000,10725228,13.919,100,7.384,1116
Der Name der Rose,776669,0,0,0.652,39,8.0,2
Paprika,50270,0,0,35.449,99,7.061,334
Abre los ojos,1902,2900000,370720,11.975,117,7.47,873
Spoorloos,8740,0,0,8.314,106,7.482,507
Omoide no Marnie,242828,0,34949567,21.05,103,7.973,1550
Le passï¿½,296917,0,0,11.88,113,7.104,182
Harry Potter and the Half-Blood Prince,767,250000000,933959197,107.397,153,7.698,17616
Sicario,273481,30000000,84872444,32.849,122,7.387,7561
Inside Man,388,45000000,186003591,31.531,129,7.397,5122
Watchmen,13183,130000000,185258983,27.259,163,7.326,8221
Minority Report,180,102000000,358372926,23.981,145,7.333,7737
Searching,489999,1000000,75462037,19.453,102,7.612,3440
Saw,176,1200000,103911669,43.698,103,7.4,8030
Sherlock Holmes,10528,90000000,524028679,30.567,129,7.2,12896
Gone Baby Gone,4771,19000000,34619699,12.478,113,7.304,3281
The Others,1933,17000000,209947037,22.007,101,7.614,5678
La piel que habito,63311,13000000,33750478,19.311,120,7.527,3758
The Birds,571,2500000,11500000,21.113,119,7.522,3523
The Illusionist,1491,16500000,87892388,17.837,110,7.29,4383
Dark City,2666,27000000,27200316,11.766,100,7.3,2405
Lost Highway,638,15000000,3756869,17.265,134,7.612,2229
El cuerpo,111083,0,0,10.054,112,7.554,1107
The 39 Steps,260,0,0,10.366,86,7.395,797
Le violon rouge,14283,18000000,9495408,12.973,131,7.398,353
Harry Potter and the Order of the Phoenix,675,150000000,938212738,91.717,138,7.688,17687
Promising Young Woman,582014,0,13868965,15.465,114,7.492,2583
Eyes Wide Shut,345,65000000,162091208,23.573,159,7.475,5269
The Conjuring,138843,13000000,320406242,76.488,112,7.539,10339
The Devil's Advocate,1813,57000000,152944660,27.253,144,7.451,5217
Contact,686,90000000,171120329,21.783,150,7.417,3879
Kiss Kiss Bang Bang,5236,15000000,15785148,12.125,103,7.186,2365
Source Code,45612,32000000,147332697,44.871,94,7.293,7464
The Abyss,2756,70000000,90000098,13.86,140,7.329,2483
We Need to Talk About Kevin,71859,7000000,10765283,13.961,113,7.564,2480
Hugo,44826,170000000,185770160,21.535,126,7.2,6595
Beoning,491584,7280000,6591038,16.454,148,7.4,1322
Freddy,1041054,0,0,4.872,124,7.5,13
Doubt,14359,20000000,50907234,12.032,104,7.195,1492
Blow-Up,1052,1800000,0,12.042,111,7.412,1063
The Wicker Man,16307,810000,0,18.106,94,7.357,1109
The Long Goodbye,1847,1700000,959000,10.603,112,7.457,491
The Omen,794,2800000,60922980,18.823,111,7.393,1723
Ne le dis ï¿½ personne,10795,11700000,0,7.548,131,7.263,1226
The Secret of NIMH,11704,7000000,14665733,12.591,82,7.453,687
The Curse of the Were-Rabbit,533,30000000,192610372,17.466,85,7.027,2340
Profondo rosso,20126,0,2864091,8.674,127,7.779,1252
Following,11660,6000,48482,11.567,69,7.158,1324
Who Am I - Kein System ist sicher,284427,0,7700259,16.675,105,7.632,1344
Spellbound,4174,1500000,7000000,11.122,111,7.46,745
The Lady from Shanghai,3766,2300000,1564609,11.05,87,7.4,543
Les invasions barbares,11042,8000000,3432342,7.813,99,7.075,325
Harry Potter and the Chamber of Secrets,672,100000000,876688482,101.22,161,7.723,19828
Scream,646385,24000000,140041405,241.001,114,6.734,2382
The Lighthouse,503919,11000000,18129854,21.985,109,7.524,4100
Palm Springs,587792,0,164000,14.394,90,7.328,2517
Cloud Atlas,83542,102000000,130482868,15.883,172,6.872,6507
Carrie,7342,0,0,17.75,132,6.134,410
Jacob's Ladder,2291,25000000,26118851,17.146,113,7.379,1365
Gokseong,293670,10951000,49851770,15.593,156,7.324,1424
[Rec],185341,3000000,4915757,21.438,95,5.564,998
Sherlock Holmes: A Game of Shadows,58574,125000000,334615000,30.737,129,7.127,9534
Gi-eok-ui bam,488623,0,9900000,19.77,108,8.01,832
Three Days of the Condor,11963,7800000,41509797,13.166,117,7.316,963
Blow Out,11644,18000000,12000000,9.278,108,7.3,1178
The Constant Gardener,1985,25000000,82468097,11.703,129,7.0,1277
Calvary,157832,0,3593460,9.283,102,7.1,824
Durante la tormenta,529216,0,17325485,20.681,129,7.463,1590
El orfanato,6537,3400000,78638987,18.866,105,7.231,2583
Frequency,10559,31000000,68106245,21.453,118,7.214,1509
High Plains Drifter,11901,5500000,15700000,14.588,105,7.416,961
To Catch a Thief,381,2500000,8750000,10.251,106,7.3,1286
Picnic at Hanging Rock,11020,0,84744,12.678,117,7.222,645
Dolores Claiborne,11929,0,0,10.666,132,7.3,636
K-PAX,167,48000000,50315140,11.713,120,7.2,2081
Remember,302528,0,1986615,7.984,94,7.362,623
Dans la maison,121875,0,11879046,10.314,105,7.298,729
Lone Star,26748,5000000,13269963,5.405,135,6.998,288
A Shot in the Dark,1594,0,12368234,10.422,102,7.285,441
Tesis,9299,0,2647055,10.089,125,7.436,705
Forrest Gump,13,55000000,677387716,54.17,142,8.481,24575
La vita ï¿½ bella,637,20000000,230098753,36.024,116,8.455,11858
It's a Wonderful Life,1585,3180000,9644124,27.027,130,8.3,3716
Sita Ramam,894803,0,0,7.186,158,7.7,37
Casablanca,289,878000,10462500,18.646,102,8.172,4700
Nuovo Cinema Paradiso,11216,5000000,11990401,20.16,124,8.5,3731
Modern Times,3082,1500000,0,16.073,87,8.305,3261
City Lights,901,1500000,4250000,11.044,87,8.336,1855
96,441717,0,0,5.429,159,7.596,83
Kimi no na wa.,372058,0,357986087,103.411,106,8.521,9767
Dil Bechara,645484,3025,0,6.877,101,6.813,75
Good Will Hunting,489,10000000,225933435,65.163,127,8.145,10680
Eternal Sunshine of the Spotless Mind,38,20000000,72258126,27.918,108,8.101,13315
Vertigo,426,2479000,7797728,28.756,128,8.193,5043
Singin' in the Rain,872,2540800,7200000,14.402,103,8.165,2732
The Apartment,284,3000000,25000000,19.269,125,8.225,1923
Chhichhore,596650,6825000,29353057,8.314,146,7.692,104
Gone with the Wind,770,4000000,402352579,24.526,238,7.978,3562
Some Like It Hot,239,2883848,25000000,21.3,122,8.12,3024
El secreto de sus ojos,25376,2000000,33965843,16.34,130,7.996,2207
Zindagi Na Milegi Dobara,61202,7700000,160000000,7.915,166,7.509,290
To Be or Not to Be,198,1200000,1500000,8.886,99,7.902,579
Sherlock Jr.,992,0,0,7.584,45,8.116,799
Ah-ga-ssi,290098,8575000,38600000,32.361,145,8.248,3114
Before Sunrise,76,2500000,5987386,22.569,101,7.967,3544
Groundhog Day,137,14600000,71074049,24.232,101,7.603,6958
The Sound of Music,15121,8200000,286214286,17.99,174,7.708,2874
Portrait de la jeune fille en feu,531428,5740000,9923127,21.355,120,8.183,2063
Sunrise: A Song of Two Humans,631,0,0,8.699,94,7.872,682
Before Sunset,80,2700000,15992615,14.027,80,7.817,2941
Rebecca,223,1288000,6000000,11.215,130,7.909,1491
It Happened One Night,3078,325000,4500000,8.789,105,7.9,1026
The Best Years of Our Lives,887,2100000,23650000,9.585,171,7.845,528
Trois couleurs: Rouge,110,0,0,11.787,100,8.0,1158
A Woman Under the Influence,29845,0,0,9.471,155,7.791,386
The Red Shoes,486589,0,10054356,33.63,92,7.78,941
Yi yi,25538,0,0,11.855,173,7.9,429
Ba wang bie ji,10997,0,5750000,12.94,171,7.9,457
The Gold Rush,962,923000,4000000,12.098,89,8.029,1358
Dil Chahta Hai,14752,2079000,4099000,7.696,183,6.876,241
Barfi!,127501,4437508,2804874,7.667,151,7.484,275
The Circus,28978,9000000,0,9.502,72,8.023,677
The Princess Bride,2493,16000000,30861665,16.53,99,7.661,4026
La La Land,313369,30000000,447407695,26.345,129,7.891,15205
Her,152601,23000000,47351251,29.329,126,7.9,13068
Big Fish,587,70000000,123218424,19.871,125,7.8,6558
Slumdog Millionaire,12405,15000000,378410542,17.07,120,7.734,9654
Beauty and the Beast,10020,25000000,424967620,67.51,84,7.733,8991
